sale_id,customer_id,staff_id,game_id,amount,date
93,,5,31745,145.16,2021-06-18
94,,7,35369,92.31,2021-06-18
95,260,11,94,433.8,2021-06-21
96,108,5,103368,211.8,2021-06-21
97,,7,175095,264.52,2021-06-21
98,519,12,144239,308.6,2021-06-21
99,,6,712,293.6,2021-06-21
100,,17,145642,226.0,2021-06-21
101,782,2,114387,89.8,2021-06-21
102,,14,6137,84.92,2021-06-21
103,,4,80979,128.1,2021-06-22
104,,13,43152,149.98,2021-06-22
105,,11,1444,80.92,2021-06-22
106,,4,193485,166.65,2021-06-22
107,,12,117,781.0,2021-06-22
108,876,7,215842,121.72,2021-06-22
109,,5,61692,357.98,2021-06-22
110,,4,140457,41.52,2021-06-22
111,,1,197405,178.6,2021-06-22
112,,7,9609,419.38,2021-06-22
113,830,7,426,351.0,2021-06-22
114,,3,176920,193.38,2021-06-22
115,,15,3154,216.64,2021-06-22
116,,10,8976,135.2,2021-06-22
117,,17,224894,94.92,2021-06-22
118,,3,98122,80.92,2021-06-22
119,,1,33160,311.31,2021-06-23
120,319,14,9216,252.37,2021-06-23
121,895,5,4050,98.68,2021-06-23
122,,2,158970,364.2,2021-06-23
123,,15,65564,340.78,2021-06-23
124,,3,4209,117.08,2021-06-23
125,,4,33785,269.4,2021-06-23
126,,9,259,200.8,2021-06-23
127,,13,126996,192.6,2021-06-23
128,,7,94733,345.0,2021-06-23
129,,7,3895,189.6,2021-06-23
130,,2,2363,36.52,2021-06-23
131,,15,5740,233.0,2021-06-23
132,,3,566,173.5,2021-06-24
133,,8,173101,423.8,2021-06-24
134,,17,180852,166.42,2021-06-24
135,,7,41239,158.4,2021-06-24
136,,11,83325,870.8,2021-06-24
137,191,10,95105,323.83,2021-06-24
138,1257,5,5455,102.8,2021-06-24
139,,13,145888,557.0,2021-06-24
140,,10,223,198.36,2021-06-24
141,748,7,104162,154.96,2021-06-24
142,,4,574,292.6,2021-06-24
143,,6,1209,133.2,2021-06-25
144,,2,84419,388.4,2021-06-25
145,,15,39832,104.68,2021-06-25
146,240,14,154634,56.4,2021-06-25
147,,11,36597,1454.0,2021-06-25
148,,2,2653,91.8,2021-06-25
149,,6,108665,104.8,2021-06-25
150,,13,29294,300.6,2021-06-25
151,,13,119899,27.42,2021-06-25
152,,12,30658,275.36,2021-06-25
153,,12,201509,126.32,2021-06-25
154,695,10,68,128.0,2021-06-25
155,,8,172552,81.92,2021-06-28
156,,9,161614,559.0,2021-06-28
157,,1,153728,357.2,2021-06-28
158,,9,12071,206.8,2021-06-28
159,,11,4491,63.16,2021-06-28
160,1138,13,1425,645.8,2021-06-28
161,,2,171037,44.96,2021-06-28
162,,6,148205,329.56,2021-06-28
163,,1,111799,399.38,2021-06-28
164,,7,9202,41.96,2021-06-28
165,,5,130486,386.4,2021-06-28
166,,3,18243,40.96,2021-06-28
167,,13,201054,47.08,2021-06-28
168,,17,124361,158.36,2021-06-28
169,,15,25021,455.88,2021-06-28
170,99,3,123260,246.2,2021-06-28
171,1232,2,38194,48.84,2021-06-28
172,,16,187679,1003.0,2021-06-28
173,,10,46007,282.28,2021-06-28
174,,1,137031,289.6,2021-06-28
175,,12,176920,180.38,2021-06-29
176,,14,2393,64.82,2021-06-29
177,,17,85,230.0,2021-06-29
178,,6,1002,38.6,2021-06-29
179,,9,125996,508.16,2021-06-29
180,184,17,93538,156.96,2021-06-29
181,,11,243,247.2,2021-06-29
182,,4,145633,25.42,2021-06-29
183,,11,126042,294.6,2021-06-29
184,,5,160561,51.84,2021-06-29
185,,3,3409,226.0,2021-06-29
186,,5,194100,167.73,2021-06-29
187,,5,121,272.4,2021-06-29
188,,11,147431,116.68,2021-06-29
189,,7,199042,257.15999999999997,2021-06-29
190,19,17,15045,66.28,2021-06-29
191,,10,11265,311.58,2021-06-29
192,,5,224272,80.99,2021-06-29
193,765,5,121041,58.5,2021-06-29
194,,17,25182,91.58,2021-06-29
195,,1,109,114.78,2021-06-29
196,,10,38309,1461.0,2021-06-29
197,1306,8,3284,556.0,2021-06-29
198,,11,12899,380.4,2021-06-29
199,,9,114912,151.74,2021-06-29
200,,5,193557,285.12,2021-06-29
201,,12,150485,67.6,2021-06-30
202,,2,31594,317.09,2021-06-30
203,,15,158812,73.96000000000001,2021-06-30
204,,15,340,37.81,2021-06-30
205,1274,5,442,318.47,2021-06-30
206,,2,137909,113.26,2021-06-30
207,,4,8812,125.32,2021-06-30
208,,8,16933,106.92,2021-06-30
209,,2,192153,244.84,2021-06-30
210,,9,24827,155.4,2021-06-30
211,,16,36932,245.96,2021-06-30
212,1184,2,180761,764.8,2021-06-30
213,,3,248949,288.6,2021-06-30
214,1050,14,36424,88.8,2021-06-30
215,,14,122599,130.99,2021-06-30
216,,13,40529,283.94,2021-06-30
217,,14,172385,249.2,2021-06-30
218,,15,160851,214.12,2021-07-01
219,1247,5,69552,127.0,2021-07-01
220,620,13,715,289.38,2021-07-01
221,,7,179460,187.6,2021-07-01
222,,6,176803,156.4,2021-07-01
223,,12,232,161.4,2021-07-01
224,161,11,39938,1032.08,2021-07-01
225,229,12,198707,209.55,2021-07-01
226,,14,134157,303.59,2021-07-01
227,,15,137031,293.6,2021-07-01
228,,1,103092,229.96,2021-07-01
229,1232,7,124172,318.55,2021-07-01
230,,3,168215,59.02,2021-07-01
231,,4,131111,1891.0,2021-07-01
232,,5,40770,65.16,2021-07-01
233,,17,24070,537.8,2021-07-01
234,,9,16804,197.48,2021-07-01
235,,8,161965,144.98,2021-07-01
236,,11,760,86.14,2021-07-01
237,,16,67239,305.6,2021-07-01
238,,7,8989,167.4,2021-07-01
239,422,5,22141,317.76,2021-07-01
240,,7,183231,57.28,2021-07-01
241,,10,100901,83.92,2021-07-01
242,,16,3413,114.56,2021-07-01
243,689,7,98085,74.28,2021-07-01
244,,17,243,251.2,2021-07-01
245,,5,17651,341.0,2021-07-01
246,,16,3226,414.6,2021-07-01
247,,13,165950,58.68,2021-07-01
248,,17,172385,247.2,2021-07-01
249,,14,42490,81.92,2021-07-02
250,,14,157969,196.36,2021-07-02
251,,17,156548,780.0,2021-07-02
252,,7,1783,667.0,2021-07-02
253,,1,56931,131.28,2021-07-02
254,,14,156180,45.2,2021-07-02
255,,3,380,143.2,2021-07-02
256,,9,5393,48.96,2021-07-02
257,,14,127398,152.04,2021-07-02
258,,7,12005,484.32,2021-07-02
259,,6,244521,123.84,2021-07-02
260,77,5,841,110.42,2021-07-02
261,,4,169530,33.3,2021-07-02
262,,2,95,290.6,2021-07-02
263,941,4,161533,661.03,2021-07-05
264,,1,1203,75.6,2021-07-05
265,,11,21441,92.8,2021-07-05
266,,8,226588,66.6,2021-07-05
267,,5,236461,61.5,2021-07-05
268,,14,184424,1780.56,2021-07-05
269,,3,25409,161.18,2021-07-05
270,,15,226522,52.8,2021-07-05
271,,14,233312,303.08,2021-07-05
272,,5,123499,1111.0,2021-07-05
273,,11,2093,555.78,2021-07-05
274,,16,14634,85.14,2021-07-05
275,442,14,4047,189.6,2021-07-05
276,,11,138317,50.4,2021-07-05
277,908,5,135649,93.76,2021-07-05
278,,8,30932,152.08,2021-07-05
279,,8,77423,219.79,2021-07-05
280,,1,1459,152.96,2021-07-05
281,,13,139326,156.4,2021-07-06
282,1264,9,145103,557.0,2021-07-06
283,,3,67361,193.7,2021-07-06
284,,2,16992,119.0,2021-07-06
285,,12,209685,184.82,2021-07-06
286,,1,175,30.86,2021-07-06
287,,8,215311,240.32,2021-07-06
288,,2,126239,206.8,2021-07-06
289,,5,145976,405.6,2021-07-06
290,,7,24827,157.4,2021-07-06
291,,5,87120,216.12,2021-07-06
292,,1,128011,80.48,2021-07-06
293,,7,39242,292.6,2021-07-06
294,,2,19841,60.28,2021-07-06
295,,11,475,153.96,2021-07-06
296,,16,5833,92.8,2021-07-06
297,,6,4014,107.68,2021-07-06
298,846,9,97786,172.72,2021-07-06
299,702,12,463,289.63,2021-07-06
300,,10,39953,40.96,2021-07-06
301,,2,180852,164.42,2021-07-06
302,,17,220203,91.8,2021-07-06
303,,13,123123,335.78,2021-07-06
304,1020,17,220308,265.16,2021-07-06
305,53,8,163745,498.43,2021-07-06
306,,12,168435,177.6,2021-07-06
307,,1,208766,93.8,2021-07-07
308,,3,140997,56.09,2021-07-07
309,,16,96260,74.6,2021-07-07
310,,9,173090,43.47,2021-07-07
311,,16,17053,94.97,2021-07-07
312,,17,34219,270.4,2021-07-07
313,816,6,18115,337.0,2021-07-07
314,1085,9,83197,209.8,2021-07-07
315,,13,180899,341.0,2021-07-07
316,979,17,123129,91.51,2021-07-07
317,,12,3,558.0,2021-07-07
318,,13,16747,584.16,2021-07-07
319,,1,329,247.2,2021-07-07
320,465,13,586,363.2,2021-07-07
321,,14,5770,114.0,2021-07-08
322,,15,160018,89.77,2021-07-08
323,,13,142239,155.4,2021-07-08
324,28,8,1463,215.36,2021-07-08
325,,13,221230,52.4,2021-07-08
326,,4,56128,46.4,2021-07-08
327,,12,172560,41.96,2021-07-08
328,,16,168584,869.8,2021-07-08
329,,9,180199,357.73,2021-07-08
330,,9,42997,356.2,2021-07-08
331,,3,227456,196.21,2021-07-08
332,,8,193322,110.37,2021-07-08
333,223,3,127023,847.56,2021-07-08
334,576,13,223750,172.92,2021-07-08
335,845,10,28739,78.48,2021-07-08
336,,14,101721,164.4,2021-07-08
337,,13,41003,138.16,2021-07-08
338,,5,12333,245.98,2021-07-08
339,,16,102237,67.6,2021-07-08
340,596,14,38778,69.38,2021-07-08
341,,11,177697,88.92,2021-07-08
342,,3,177727,67.16,2021-07-08
343,,3,4854,626.6,2021-07-08
344,,6,503,70.56,2021-07-08
345,,17,3003,567.0,2021-07-08
346,,10,715,290.38,2021-07-08
347,,12,66188,409.11,2021-07-08
348,,8,198609,443.07,2021-07-08
349,734,7,18606,229.0,2021-07-09
350,,8,176565,35.64,2021-07-09
351,,3,623,380.4,2021-07-09
352,,17,8284,200.8,2021-07-09
353,,5,172881,803.2,2021-07-09
354,,10,183562,212.63,2021-07-09
355,,8,7805,272.36,2021-07-09
356,,14,1894,845.6,2021-07-09
357,,3,9408,209.76,2021-07-09
358,,9,8284,199.8,2021-07-09
359,,12,172047,267.4,2021-07-09
360,,10,6263,66.6,2021-07-09
361,,15,354,75.5,2021-07-09
362,,14,144743,719.18,2021-07-09
363,,8,184866,1009.0,2021-07-09
364,129,10,21791,101.68,2021-07-09
365,,16,216091,61.9,2021-07-09
366,,11,237087,155.96,2021-07-09
367,,8,40107,356.2,2021-07-09
368,,9,140620,448.8,2021-07-09
369,,12,157096,455.96,2021-07-09
370,240,15,16267,135.98,2021-07-09
371,506,1,31790,483.2,2021-07-09
372,,7,655,65.16,2021-07-12
373,,6,12318,59.72,2021-07-12
374,,4,2077,224.0,2021-07-12
375,,8,66120,190.7,2021-07-12
376,,5,35477,561.0,2021-07-12
377,1055,7,9617,357.2,2021-07-12
378,,10,75333,143.32,2021-07-12
379,,16,66855,565.0,2021-07-12
380,,1,36888,292.6,2021-07-12
381,,3,205418,175.03,2021-07-12
382,,3,121921,169.03,2021-07-12
383,,1,205317,555.0,2021-07-12
384,,6,192802,397.72,2021-07-12
385,,6,160851,217.12,2021-07-12
386,,1,31920,82.88,2021-07-12
387,,3,172047,276.4,2021-07-12
388,,6,128,133.16,2021-07-12
389,915,5,131118,317.76,2021-07-12
390,,4,63543,538.36,2021-07-12
391,823,6,4769,231.0,2021-07-12
392,,14,130176,312.8,2021-07-12
393,,13,2742,196.36,2021-07-12
394,,7,145722,43.96,2021-07-12
395,,9,172207,58.28,2021-07-12
396,,16,31697,80.92,2021-07-12
397,,12,114387,93.8,2021-07-12
398,,5,270,333.0,2021-07-12
399,13,6,216132,1296.6,2021-07-12
400,,15,198454,78.44,2021-07-12
401,,4,231664,82.92,2021-07-12
402,935,10,199478,182.16,2021-07-12
403,,12,207243,563.0,2021-07-13
404,183,12,76207,118.0,2021-07-13
405,,7,3414,135.2,2021-07-13
406,,17,175914,401.16,2021-07-13
407,747,12,5867,958.42,2021-07-13
408,,13,197439,272.4,2021-07-13
409,,11,202977,292.75,2021-07-13
410,,6,236461,58.5,2021-07-13
411,,12,138104,47.96,2021-07-13
412,,2,141735,40.96,2021-07-13
413,,3,189222,250.64,2021-07-13
414,,8,176564,28.2,2021-07-13
415,,15,710,1112.0,2021-07-13
416,760,11,169275,41.96,2021-07-13
417,,17,34227,133.72,2021-07-13
418,1242,8,2543,44.18,2021-07-13
419,,1,136587,254.03,2021-07-13
420,,12,117995,44.18,2021-07-13
421,,2,168435,188.6,2021-07-13
422,73,8,162823,195.6,2021-07-13
423,1143,3,156776,274.4,2021-07-13
424,,7,140620,425.8,2021-07-13
425,,4,151247,27.2,2021-07-13
426,,17,25071,70.16,2021-07-13
427,688,7,6281,159.2,2021-07-13
428,,1,188164,750.92,2021-07-13
429,,11,57925,117.56,2021-07-13
430,,10,39635,29.86,2021-07-13
431,,4,180899,338.0,2021-07-13
432,658,3,180020,65.67,2021-07-13
433,,4,171,247.16,2021-07-13
434,,9,207243,559.0,2021-07-14
435,,3,197101,290.05,2021-07-14
436,1302,17,102652,273.4,2021-07-14
437,,10,128218,57.4,2021-07-14
438,,15,3605,197.36,2021-07-14
439,,10,26118,274.31,2021-07-14
440,,12,191051,513.6,2021-07-14
441,1152,15,421,257.2,2021-07-14
442,,5,14996,147.48,2021-07-14
443,,12,205046,115.56,2021-07-14
444,,16,34127,179.6,2021-07-14
445,1075,9,46669,434.8,2021-07-14
446,,14,195043,63.16,2021-07-14
447,58,2,66437,113.6,2021-07-14
448,,5,147887,1133.2,2021-07-14
449,,16,18115,345.0,2021-07-14
450,,11,188390,569.32,2021-07-14
451,,16,205494,190.72,2021-07-14
452,,10,217083,138.72,2021-07-14
453,,16,230408,226.0,2021-07-14
454,,7,143405,98.46,2021-07-14
455,,14,124847,230.0,2021-07-14
456,,17,21947,779.0,2021-07-14
457,,9,119432,316.76,2021-07-14
458,,11,214,67.6,2021-07-14
459,145,5,99312,290.23,2021-07-15
460,,9,135649,95.76,2021-07-15
461,,13,24800,360.2,2021-07-15
462,,12,173319,157.4,2021-07-15
463,176,5,5042,239.0,2021-07-15
464,1207,8,22245,122.88,2021-07-15
465,,9,81850,130.56,2021-07-15
466,,3,681,180.29,2021-07-15
467,,8,209664,80.48,2021-07-15
468,684,13,27101,310.8,2021-07-15
469,,8,42124,259.2,2021-07-15
470,,10,22677,248.2,2021-07-15
471,,13,180899,333.0,2021-07-15
472,,12,6351,275.18,2021-07-15
473,1323,14,37628,424.8,2021-07-15
474,551,4,118,277.4,2021-07-15
475,47,2,37046,228.0,2021-07-15
476,,1,204728,167.18,2021-07-15
477,,5,139443,119.56,2021-07-15
478,139,5,103,2666.8,2021-07-15
479,,1,146312,144.04,2021-07-15
480,,8,3312,69.6,2021-07-15
481,530,11,8051,76.48,2021-07-15
482,,6,9910,236.12,2021-07-15
483,,14,25417,558.78,2021-07-15
484,,16,136890,599.4,2021-07-15
485,,11,154182,45.4,2021-07-15
486,1194,7,95105,328.83,2021-07-15
487,,12,143693,226.96,2021-07-15
488,344,4,163097,825.4,2021-07-15
489,,12,205597,166.08,2021-07-15
490,,1,22877,562.78,2021-07-15
491,,5,206206,332.56,2021-07-15
492,,13,204184,718.18,2021-07-15
493,,2,155426,249.2,2021-07-15
494,,6,182351,166.46,2021-07-15
495,1314,11,54643,39.96,2021-07-15
496,,10,61458,252.0,2021-07-15
497,,5,20750,201.36,2021-07-16
498,,8,177499,113.0,2021-07-16
499,,14,221769,207.8,2021-07-16
500,,9,151347,409.39,2021-07-16
501,,1,177249,127.63,2021-07-16
502,,6,166669,213.46,2021-07-16
503,,15,175621,78.97,2021-07-16
504,,6,200680,237.43,2021-07-16
505,,8,128271,236.06,2021-07-16
506,,9,104006,346.0,2021-07-16
507,,10,55834,38.72,2021-07-16
508,,5,148949,153.43,2021-07-16
509,,11,200359,69.28,2021-07-16
510,,10,193739,67.6,2021-07-16
511,,14,146559,88.92,2021-07-16
512,,9,99655,81.92,2021-07-16
513,241,12,1315,181.38,2021-07-16
514,,10,157001,268.4,2021-07-16
515,,15,7844,518.6,2021-07-16
516,,14,38545,247.2,2021-07-16
517,,7,6819,24.44,2021-07-16
518,,5,206941,359.16,2021-07-16
519,,2,173096,161.4,2021-07-16
520,,13,192834,107.8,2021-07-16
521,,4,22604,324.8,2021-07-19
522,,7,163920,159.75,2021-07-19
523,,9,182120,164.4,2021-07-19
524,,6,719,91.48,2021-07-19
525,,13,15512,228.78,2021-07-19
526,2,5,63628,201.8,2021-07-19
527,,14,37046,222.0,2021-07-19
528,,16,142830,218.12,2021-07-19
529,,4,146508,134.16,2021-07-19
530,,5,11202,79.92,2021-07-19
531,,1,15889,220.05,2021-07-19
532,,16,4292,201.8,2021-07-19
533,596,9,171499,99.64,2021-07-19
534,516,13,206805,238.0,2021-07-19
535,,17,124827,796.32,2021-07-19
536,,9,127920,180.6,2021-07-19
537,346,4,65901,280.76,2021-07-19
538,834,9,7843,158.4,2021-07-19
539,,11,169416,175.84,2021-07-19
540,,10,141090,272.96,2021-07-19
541,,16,104006,340.0,2021-07-19
542,,4,161297,229.0,2021-07-19
543,,13,66188,408.11,2021-07-19
544,,17,85000,1000.0,2021-07-19
545,,4,40760,361.98,2021-07-19
546,,17,183840,70.38,2021-07-19
547,,11,195314,175.74,2021-07-19
548,,17,224,69.16,2021-07-19
549,,2,18100,127.0,2021-07-19
550,,9,31481,91.8,2021-07-19
551,,4,66505,238.0,2021-07-19
552,,17,119899,28.42,2021-07-19
553,,4,128271,234.06,2021-07-19
554,,1,42997,360.2,2021-07-19
555,,5,22161,378.4,2021-07-19
556,,13,207208,41.67,2021-07-19
557,,6,157323,222.0,2021-07-19
558,,7,203993,388.42,2021-07-19
559,,10,224125,44.52,2021-07-19
560,,2,198707,218.55,2021-07-19
561,446,5,169124,225.0,2021-07-19
562,,12,176,86.16,2021-07-20
563,,3,31999,138.98,2021-07-20
564,,5,161614,558.0,2021-07-20
565,,17,180193,215.12,2021-07-20
566,1140,11,137909,100.26,2021-07-20
567,,15,134726,81.77,2021-07-20
568,,4,99655,80.92,2021-07-20
569,,12,129359,57.28,2021-07-20
570,,5,23917,87.92,2021-07-20
571,,9,5171,248.2,2021-07-20
572,,16,66190,89.8,2021-07-20
573,,6,75358,130.0,2021-07-20
574,,10,3408,92.8,2021-07-20
575,,5,144566,557.0,2021-07-20
576,,4,148951,209.31,2021-07-20
577,,17,114667,99.68,2021-07-20
578,,2,199357,75.48,2021-07-20
579,,4,29903,81.88,2021-07-20
580,,13,37383,275.4,2021-07-20
581,,2,11269,246.2,2021-07-20
582,,12,141735,42.96,2021-07-20
583,,8,4637,113.0,2021-07-20
584,,7,107635,88.92,2021-07-20
585,,6,50381,40.74,2021-07-20
586,,13,130176,316.8,2021-07-20
587,,5,205831,126.32,2021-07-20
588,,7,202670,332.89,2021-07-20
589,,3,33924,171.72,2021-07-20
590,208,16,204286,1555.78,2021-07-20
591,,13,27162,274.22,2021-07-20
592,,15,15,267.4,2021-07-20
593,,3,66855,558.0,2021-07-21
594,,15,3128,92.8,2021-07-21
595,,11,5451,191.38,2021-07-21
596,,5,36367,1470.2,2021-07-21
597,,4,125993,367.2,2021-07-21
598,,4,177639,159.47,2021-07-21
599,,7,207830,182.6,2021-07-21
600,,2,216201,200.8,2021-07-21
601,,16,223770,79.88,2021-07-21
602,,12,159675,530.28,2021-07-21
603,,6,176396,180.56,2021-07-21
604,1149,6,17161,197.48,2021-07-21
605,,14,145975,671.0,2021-07-21
606,,14,200077,54.28,2021-07-21
607,,1,232361,117.12,2021-07-21
608,,10,1159,158.96,2021-07-21
609,,1,31730,288.6,2021-07-21
610,,6,1536,186.7,2021-07-21
611,463,12,193670,381.4,2021-07-21
612,,9,8668,179.56,2021-07-21
613,1014,7,492,609.4,2021-07-21
614,1113,14,219708,223.47,2021-07-21
615,,5,527,242.34,2021-07-21
616,622,11,37141,574.88,2021-07-21
617,,17,36597,1443.0,2021-07-22
618,,4,1631,1073.6,2021-07-22
619,,11,101,41.96,2021-07-22
620,730,12,5171,256.2,2021-07-22
621,,8,6767,209.8,2021-07-22
622,1030,8,28185,245.2,2021-07-22
623,,16,8059,51.96,2021-07-22
624,119,6,102435,318.8,2021-07-22
625,278,4,3110,430.8,2021-07-22
626,,4,88016,29.66,2021-07-22
627,,9,156786,52.96,2021-07-22
628,600,14,40270,381.4,2021-07-22
629,,11,9,62.16,2021-07-22
630,,12,36480,1455.44,2021-07-22
631,,11,3605,206.36,2021-07-22
632,,7,21791,104.68,2021-07-22
633,,7,223602,334.84,2021-07-22
634,,7,23010,566.0,2021-07-22
635,245,1,10642,556.0,2021-07-22
636,,17,204184,750.18,2021-07-22
637,517,11,172503,208.34,2021-07-22
638,518,11,9217,637.6,2021-07-22
639,,13,75476,460.96,2021-07-22
640,,15,179572,464.76,2021-07-22
641,,11,12134,510.6,2021-07-22
642,,15,156336,146.19,2021-07-22
643,371,12,127493,191.73,2021-07-22
644,,2,2238,316.8,2021-07-22
645,,10,32116,133.98,2021-07-22
646,,16,237087,151.96,2021-07-22
647,,9,231819,140.35,2021-07-22
648,,13,173634,184.6,2021-07-22
649,,1,14105,247.98,2021-07-23
650,,6,67600,332.78,2021-07-23
651,,9,145393,280.62,2021-07-23
652,,15,162823,180.6,2021-07-23
653,,16,9341,200.8,2021-07-23
654,,8,158899,125.4,2021-07-23
655,,16,180591,140.64,2021-07-23
656,,13,171623,285.96,2021-07-23
657,,12,30057,98.46,2021-07-23
658,,5,5711,63.4,2021-07-23
659,,12,143693,225.96,2021-07-23
660,,1,119591,112.56,2021-07-23
661,,4,35248,155.16,2021-07-23
662,,15,144734,221.83,2021-07-23
663,,13,55165,126.32,2021-07-23
664,,7,65313,344.56,2021-07-23
665,,17,200934,148.3,2021-07-23
666,,1,40628,343.0,2021-07-23
667,,7,99808,81.88,2021-07-23
668,,1,224031,101.24,2021-07-23
669,,4,6542,76.48,2021-07-23
670,1161,11,1901,69.6,2021-07-23
671,,16,68448,158.36,2021-07-23
672,,17,24827,166.4,2021-07-23
673,,3,36522,332.8,2021-07-23
674,,2,144566,562.0,2021-07-23
675,,13,3110,426.8,2021-07-23
676,,12,2955,588.98,2021-07-23
677,,9,222509,664.8,2021-07-23
678,,14,63196,297.6,2021-07-23
679,,9,127023,846.56,2021-07-23
680,,6,22245,124.88,2021-07-23
681,,17,160499,117.0,2021-07-23
682,,17,92828,112.96,2021-07-23
683,,8,6642,86.92,2021-07-26
684,,9,1533,73.6,2021-07-26
685,,14,33150,40.08,2021-07-26
686,,11,169426,278.79,2021-07-26
687,,16,174260,93.8,2021-07-26
688,,5,5042,240.0,2021-07-26
689,,17,208480,47.4,2021-07-26
690,,13,27101,310.8,2021-07-26
691,,5,34320,89.72,2021-07-26
692,,2,23995,273.4,2021-07-26
693,,16,27708,671.0,2021-07-26
694,102,15,129348,282.2,2021-07-26
695,,7,157789,161.16,2021-07-26
696,,13,226634,312.32,2021-07-26
697,582,6,1372,253.2,2021-07-26
698,,2,88594,302.4,2021-07-26
699,,1,41863,455.57,2021-07-26
700,,12,155496,222.0,2021-07-26
701,,16,126008,866.58,2021-07-26
702,,17,37904,230.78,2021-07-26
703,,1,31730,305.6,2021-07-26
704,142,3,140620,427.8,2021-07-26
705,,6,2653,113.8,2021-07-26
706,138,6,20545,66.53999999999999,2021-07-26
707,868,14,88594,269.4,2021-07-26
708,798,2,107190,50.84,2021-07-26
709,,16,168609,267.98,2021-07-26
710,,2,1674,494.4,2021-07-26
711,,12,78954,550.1,2021-07-26
712,,14,145654,111.56,2021-07-26
713,,9,39635,39.86,2021-07-26
714,,6,697,422.8,2021-07-26
715,,12,21654,38.74,2021-07-26
716,,6,172662,38.08,2021-07-26
717,,1,8521,875.8,2021-07-26
718,,16,13293,14.32,2021-07-26
719,,11,128137,44.96,2021-07-26
720,,13,1499,196.36,2021-07-26
721,,10,62030,73.04,2021-07-27
722,,6,236191,169.54,2021-07-27
723,,17,33160,328.31,2021-07-27
724,,14,104994,114.0,2021-07-27
725,369,5,128938,55.4,2021-07-27
726,,1,43526,202.36,2021-07-27
727,,17,422,624.56,2021-07-27
