item_id,game_id
537,822
538,822
539,822
540,822
541,822
542,822
543,822
544,822
545,234
546,234
547,234
548,234
549,234
550,234
551,234
552,25021
553,25021
554,25021
555,93260
556,93260
557,93260
558,192291
559,192291
560,195421
561,195421
562,195421
563,195421
564,59294
565,59294
566,59294
567,59294
568,59294
569,59294
570,38453
571,38453
572,38453
573,19857
574,19857
575,19857
576,118048
577,118048
578,118048
579,118048
580,118048
581,118048
582,118048
583,118048
584,118048
585,118048
586,199561
587,199561
588,199561
589,199561
590,199561
591,199561
592,199561
593,199561
594,176494
595,463
596,172818
597,172818
598,172818
599,172818
600,181304
601,181304
602,181304
603,181304
604,181304
605,181304
606,181304
607,27708
608,27708
609,27708
610,27708
611,203993
612,108745
613,82222
614,82222
615,82222
616,82222
617,82222
618,82222
619,48726
620,48726
621,48726
622,48726
623,48726
624,48726
625,48726
626,48726
627,66589
628,66589
629,66589
630,66589
631,66589
632,66589
633,66589
634,66589
635,92828
636,92828
637,92828
638,92828
639,92828
640,92828
641,92828
642,92828
643,92828
644,92828
645,54138
646,54138
647,54138
648,421
649,421
650,421
651,182631
652,182631
653,182631
654,182631
655,182631
656,182631
657,156129
658,156129
659,156129
660,156129
661,156129
662,156129
663,17392
664,17392
665,17392
666,17392
667,17392
668,17392
669,17392
670,17392
671,17392
672,17392
673,191189
674,191189
675,191189
676,191189
677,191189
678,191189
679,191189
680,191189
681,191189
682,181279
683,181279
684,181279
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,188920
695,188920
696,188920
697,188920
698,188920
699,188920
700,188920
701,77130
702,77130
703,77130
704,77130
705,77130
706,77130
707,41114
708,41114
709,119890
710,119890
711,119890
712,119890
713,119890
714,119890
715,119890
716,760
717,198994
718,198994
719,198994
720,198994
721,198994
722,163745
723,163745
724,163745
725,163745
726,163745
727,163745
728,163745
729,163745
730,163745
731,163745
732,204583
733,204583
734,204583
735,204583
736,204583
737,204583
738,204583
739,204583
740,204583
741,59959
742,59959
743,59959
744,59959
745,59959
746,59959
747,59959
748,59959
749,59959
750,59959
751,1
752,203420
753,203420
754,203420
755,176920
756,176920
757,176920
758,176920
759,176920
760,176920
761,36932
762,36932
763,36932
764,36932
765,36932
766,36932
767,36932
768,36932
769,36932
770,36932
771,25292
772,25292
773,25292
774,25292
775,25292
776,198773
777,198773
778,198773
779,198773
780,198773
781,33160
782,33160
783,33160
784,33160
785,33160
786,143693
787,143693
788,143693
789,143693
790,143693
791,143693
792,143693
793,143693
794,143693
795,143693
796,21241
797,21241
798,21241
799,21241
800,21241
801,21241
802,5
803,5
804,5
805,5
806,5
807,5
808,5
809,40765
810,40765
811,40765
812,124708
813,124708
814,124708
815,124708
816,129622
817,129622
818,129622
819,129622
820,129622
821,129622
822,129622
823,129622
824,129622
825,70919
826,70919
827,70919
828,70919
829,70919
830,70919
831,54
832,54
833,54
834,54
835,25554
836,25554
837,121
838,31594
839,31594
840,31594
841,31594
842,109276
843,109276
844,109276
845,109276
846,109276
847,118
848,118
849,118
850,118
851,118
852,118
853,118
854,118
855,118
856,46213
857,46213
858,46213
859,46213
860,46213
861,46213
862,54625
863,54625
864,54625
865,54625
866,54625
867,54625
868,54625
869,54625
870,54625
871,54625
872,71
873,71
874,71
875,2653
876,2653
877,163967
878,163967
879,163967
880,163967
881,163967
882,163967
883,163967
884,9217
885,9217
886,9217
887,9217
888,9217
889,9217
890,9217
891,9217
892,9217
893,9217
894,182134
895,182134
896,182134
897,206718
898,206718
899,206718
900,206718
901,206718
902,90137
903,90137
904,90137
905,90137
906,90137
907,90137
908,183562
909,183562
910,183562
911,183562
912,157969
913,157969
914,157969
915,157969
916,154809
917,154809
918,154809
919,154809
920,154809
921,154809
922,154809
923,154809
924,176396
925,66188
926,66188
927,128996
928,128996
929,128996
930,128996
931,128996
932,128996
933,712
934,712
935,712
936,712
937,40354
938,100901
939,100901
940,100901
941,100901
942,100901
943,100901
944,100901
945,100901
946,66362
947,66362
948,66362
949,83330
950,83330
951,83330
952,83330
953,83330
954,83330
955,83330
956,83330
957,83330
958,18833
959,18833
960,18833
961,18833
962,18833
963,18833
964,18833
965,172
966,172
967,150658
968,150658
969,150658
970,150658
971,65781
972,65781
973,65781
974,65781
975,136063
976,136063
977,136063
978,136063
979,147949
980,147949
981,147949
982,147949
983,147949
984,147949
985,147949
986,147949
987,147949
988,137408
989,137408
990,137408
991,137408
992,137408
993,137408
994,137408
995,27162
996,27162
997,27162
998,27162
999,27162
1000,17226
1001,17226
1002,17226
1003,17226
1004,17226
1005,17226
1006,17226
1007,17226
1008,17226
1009,17226
1010,102652
1011,102652
1012,102652
1013,102652
1014,102652
1015,102652
1016,102652
1017,138161
1018,138161
1019,138161
1020,138161
1021,138161
1022,138161
1023,151347
1024,151347
1025,151347
1026,151347
1027,151347
1028,151347
1029,151347
1030,151347
1031,151347
1032,73171
1033,73171
1034,73171
1035,73171
1036,73171
1037,73171
1038,73171
1039,73171
1040,73171
1041,166669
1042,128671
1043,128671
1044,128671
1045,128671
1046,128671
1047,128671
1048,128671
1049,128671
1050,128671
1051,63888
1052,161614
1053,58421
1054,58421
1055,58421
1056,58421
1057,58421
1058,58421
1059,58421
1060,58421
1061,58421
1062,199042
1063,199042
1064,199042
1065,199042
1066,205359
1067,205359
1068,205359
1069,205359
1070,205359
1071,205359
1072,205359
1073,205359
1074,205359
1075,97786
1076,97786
1077,97786
1078,97786
1079,97786
1080,97786
1081,97786
1082,133038
1083,133038
1084,133038
1085,127398
1086,34219
1087,34219
1088,34219
1089,34219
1090,36553
1091,36553
1092,36553
1093,62227
1094,62227
1095,62227
1096,62227
1097,62227
1098,95527
1099,95527
1100,95527
1101,95527
1102,95527
1103,62222
1104,158899
1105,158899
1106,158899
1107,158899
1108,158899
1109,158899
1110,158899
1111,125618
1112,125618
1113,125618
1114,125618
1115,125618
1116,125618
1117,221194
1118,221194
1119,90419
1120,90419
1121,90419
1122,162082
1123,162082
1124,162082
1125,162082
1126,162082
1127,162082
1128,162082
1129,162082
1130,162082
1131,162082
1132,3685
1133,3685
1134,3685
1135,3685
1136,3685
1137,3685
1138,3685
1139,43570
1140,43570
1141,158600
1142,158600
1143,158600
1144,141572
1145,141572
1146,141572
1147,141572
1148,141572
1149,141572
1150,141572
1151,119506
1152,119506
1153,119506
1154,119506
1155,119506
1156,119506
1157,119506
1158,119506
1159,169255
1160,169255
1161,169255
1162,169255
1163,169255
1164,169255
1165,6472
1166,6472
1167,6472
1168,6472
1169,6472
1170,6472
1171,6472
1172,6472
1173,6472
1174,6472
1175,34119
1176,234669
1177,234669
1178,234669
1179,234669
1180,234669
1181,234669
1182,234669
1183,234669
1184,234669
1185,234669
1186,150
1187,150
1188,150
1189,163968
1190,163968
1191,163968
1192,163968
1193,163968
1194,133848
1195,133848
1196,133848
1197,133848
1198,478
1199,478
1200,478
1201,478
1202,478
1203,478
1204,478
1205,478
1206,15062
1207,15062
1208,15062
1209,15062
1210,15062
1211,116998
1212,116998
1213,116998
1214,116998
1215,116998
1216,116998
1217,116998
1218,116998
1219,116998
1220,155987
1221,97842
1222,97842
1223,97842
1224,97842
1225,209778
1226,209778
1227,209778
1228,209778
1229,209778
1230,9674
1231,9674
1232,140603
1233,140603
1234,140603
1235,9625
1236,9625
1237,9625
1238,9625
1239,9625
1240,9625
1241,9625
1242,9625
1243,9625
1244,9625
1245,194594
1246,18
1247,39938
1248,39938
1249,39938
1250,39938
1251,39938
1252,39938
1253,39938
1254,39938
1255,15363
1256,15363
1257,15363
1258,15363
1259,15363
1260,15363
1261,15363
1262,15363
1263,15363
1264,204305
1265,204305
1266,133473
1267,133473
1268,133473
1269,111341
1270,111341
1271,111341
1272,31999
1273,119432
1274,119432
1275,119432
1276,119432
1277,119432
1278,21790
1279,21790
1280,21790
1281,21790
1282,21790
1283,21790
1284,21790
1285,1513
1286,1513
1287,1513
1288,1513
1289,1513
1290,1513
1291,1513
1292,3307
1293,3307
1294,3307
1295,3307
1296,3307
1297,3307
1298,3307
1299,3307
1300,42776
1301,42776
1302,42776
1303,42776
1304,42776
1305,42776
1306,42776
1307,27746
1308,27746
1309,191862
1310,191862
1311,191862
1312,191862
1313,191862
1314,191862
1315,20437
1316,20437
1317,20437
1318,20437
1319,140934
1320,140934
1321,140934
1322,140934
1323,140934
1324,140934
1325,140934
1326,140934
1327,140934
1328,159508
1329,159508
1330,159508
1331,159508
1332,220877
1333,220877
1334,220877
1335,134726
1336,134726
1337,134726
1338,134726
1339,134726
1340,134726
1341,134726
1342,134726
1343,50750
1344,50750
1345,50750
1346,50750
1347,50750
1348,219513
1349,219513
1350,219513
1351,219513
1352,219513
1353,219513
1354,219513
1355,219513
1356,219513
1357,219513
1358,192457
1359,192457
1360,192457
1361,192457
1362,192457
1363,192457
1364,192457
1365,192457
1366,47
1367,47
1368,47
1369,47
1370,121288
1371,121288
1372,121288
1373,121288
1374,121288
1375,121288
1376,121288
1377,121288
1378,121288
1379,121288
1380,151022
1381,151022
1382,65532
1383,65532
1384,65532
1385,121408
1386,121408
1387,121408
1388,121408
1389,121408
1390,121408
1391,121408
1392,121408
1393,163166
1394,163166
1395,163166
1396,163166
1397,163166
1398,131357
1399,131357
1400,183251
1401,183251
1402,183251
1403,183251
1404,183251
1405,183251
1406,183251
1407,183251
1408,183251
1409,135219
1410,135219
1411,217372
1412,217372
1413,217372
1414,217372
1415,217372
1416,217372
1417,217372
1418,217372
1419,150997
1420,150997
1421,150997
1422,150997
1423,194607
1424,194607
1425,167400
1426,167400
1427,167400
1428,155624
1429,155624
1430,1353
1431,1353
1432,1353
1433,1353
1434,1353
1435,1353
1436,1353
1437,1353
1438,18098
1439,42215
1440,12942
1441,12942
1442,12942
1443,12942
1444,12942
1445,12942
1446,12942
1447,12942
1448,12942
1449,12942
1450,4390
1451,4390
1452,4390
1453,6249
1454,166384
1455,166384
1456,166384
1457,166384
1458,166384
1459,166384
1460,36235
1461,36235
1462,36235
1463,36235
1464,174785
1465,174785
1466,174785
1467,174785
1468,174785
1469,174785
1470,174785
1471,174785
1472,174785
1473,70512
1474,70512
1475,70512
1476,70512
1477,70512
1478,70512
1479,70512
1480,70512
1481,160495
1482,91312
1483,91312
1484,91312
1485,91312
1486,28023
1487,28023
1488,28023
1489,28023
1490,28023
1491,28023
1492,20963
1493,20963
1494,20963
1495,20963
1496,156009
1497,156009
1498,156009
1499,156009
1500,156009
1501,156009
1502,156009
1503,156009
1504,172308
1505,180974
1506,130960
1507,130960
1508,130960
1509,130960
1510,130960
1511,130960
1512,130960
1513,130960
1514,113997
1515,113997
1516,113997
1517,113997
1518,113997
1519,24508
1520,24508
1521,24508
1522,24508
1523,24508
1524,24508
1525,24508
1526,171
1527,171
1528,171
1529,26997
1530,26997
1531,162007
1532,162007
1533,162007
1534,113294
1535,68425
1536,37904
1537,37904
1538,37904
1539,37904
1540,37904
1541,110277
1542,148575
1543,148575
1544,2163
1545,2163
1546,31563
1547,31563
1548,503
1549,503
1550,503
1551,503
1552,503
1553,503
1554,92415
1555,92415
1556,92415
1557,92415
1558,92415
1559,92415
1560,92415
1561,92415
1562,92415
1563,123540
1564,123540
1565,123540
1566,123540
1567,123540
1568,123540
1569,123540
1570,55600
1571,55600
1572,84419
1573,84419
1574,84419
1575,84419
1576,84419
1577,84419
1578,84419
1579,84419
1580,84419
1581,168584
1582,168584
1583,168584
1584,168584
1585,168584
1586,168584
1587,168584
1588,168584
1589,46
1590,46
1591,46
1592,46
1593,46
1594,46
1595,46
1596,46
1597,28181
1598,28181
1599,28181
1600,28181
1601,13004
1602,13004
1603,13004
1604,13004
1605,13004
1606,103886
1607,103886
1608,103886
1609,103886
1610,107529
1611,107529
1612,144797
1613,158889
1614,158889
1615,158889
1616,158889
1617,156689
1618,156689
1619,117915
1620,117915
1621,47185
1622,47185
1623,43528
1624,43528
1625,43528
1626,43528
1627,43528
1628,73761
1629,73761
1630,73761
1631,73761
1632,73761
1633,156336
1634,156336
1635,156336
1636,156336
1637,156336
1638,156336
1639,156336
1640,156336
1641,156336
1642,156336
1643,41066
1644,41066
1645,41066
1646,41066
1647,41066
1648,41066
1649,41066
1650,41066
1651,143741
1652,143741
1653,143741
1654,143741
1655,143741
1656,143741
1657,143741
1658,143741
1659,65901
1660,65901
1661,65901
1662,65901
1663,65901
1664,65901
1665,100423
1666,100423
1667,100423
1668,100423
1669,100423
1670,100423
1671,100423
1672,100423
1673,227789
1674,227789
1675,227789
1676,227789
1677,227789
1678,227789
1679,227789
1680,227789
1681,165722
1682,165722
1683,165722
1684,165722
1685,165722
1686,165722
1687,165722
1688,165722
1689,165722
1690,91872
1691,91872
1692,91872
1693,91872
1694,91872
1695,91872
1696,151004
1697,143515
1698,30957
1699,30957
1700,30957
1701,30957
1702,30957
1703,30957
1704,30957
1705,30957
1706,30957
1707,30957
1708,131287
1709,131287
1710,131287
1711,131287
1712,131287
1713,131287
1714,131287
1715,131287
1716,131287
1717,131287
1718,170416
1719,170416
1720,170416
1721,170416
1722,170416
1723,232043
1724,232043
1725,232043
1726,232043
1727,232043
1728,232043
1729,232043
1730,232043
1731,168435
1732,94
1733,94
1734,94
1735,94
1736,94
1737,5782
1738,5782
1739,5782
1740,5782
1741,528
1742,528
1743,528
1744,528
1745,528
1746,528
1747,528
1748,528
1749,528
1750,528
1751,137269
1752,137269
1753,137269
1754,137269
1755,137269
1756,137269
1757,137269
1758,193042
1759,193042
1760,193042
1761,193042
1762,193042
1763,193042
1764,193042
1765,193042
1766,193042
1767,111799
1768,111799
1769,179803
1770,179803
1771,179803
1772,179803
1773,179803
1774,179803
1775,179803
1776,179803
1777,179803
1778,179803
1779,162286
1780,162286
1781,162286
1782,12962
1783,12962
1784,12962
1785,12962
1786,12962
1787,12962
1788,12962
1789,12962
1790,12962
1791,27976
1792,171499
1793,171499
1794,171499
1795,171499
1796,171499
1797,171499
1798,171499
1799,171499
1800,171499
1801,171499
1802,158275
1803,158275
1804,158275
1805,158275
1806,158275
1807,158275
1808,12002
1809,12002
1810,26566
1811,26566
1812,7717
1813,21882
1814,21882
1815,21882
1816,21882
1817,21882
1818,132018
1819,132018
1820,20100
1821,20100
1822,20100
1823,20100
1824,20100
1825,20100
1826,20100
1827,20100
1828,20100
1829,20100
1830,155362
1831,155362
1832,155362
1833,155362
1834,155362
1835,155362
1836,155362
1837,170771
1838,170771
1839,170771
1840,170771
1841,170771
1842,170771
1843,170771
1844,170771
1845,170771
1846,170771
1847,212445
1848,212445
1849,212445
1850,212445
1851,212445
1852,212445
1853,212445
1854,212445
1855,148319
1856,148319
1857,148319
1858,148319
1859,148319
1860,148319
1861,148319
1862,9440
1863,9440
1864,12902
1865,2955
1866,2955
1867,2955
1868,2955
1869,234487
1870,234487
1871,234487
1872,234487
1873,234487
1874,234487
1875,234487
1876,234487
1877,234487
1878,234487
1879,491
1880,491
1881,491
1882,145659
1883,145659
1884,145659
1885,145659
1886,145659
1887,145659
1888,145659
1889,145659
1890,203416
1891,203416
1892,203416
1893,203416
1894,203416
1895,203416
1896,203416
1897,98351
1898,119788
1899,169124
1900,169124
1901,169124
1902,169124
1903,169124
1904,169124
1905,169124
1906,201921
1907,201921
1908,66356
1909,66356
1910,106217
1911,106217
1912,106217
1913,106217
1914,106217
1915,106217
1916,106217
1917,106217
1918,156566
1919,156566
1920,156566
1921,156566
1922,156566
1923,156566
1924,53953
1925,53953
1926,53953
1927,53953
1928,53953
1929,13642
1930,13642
1931,13642
1932,13642
1933,13642
1934,13642
1935,13642
1936,13642
1937,13642
1938,13642
1939,52461
1940,171273
1941,129948
1942,129948
1943,129948
1944,129948
1945,129948
1946,129948
1947,129948
1948,17405
1949,17405
1950,17405
1951,17405
1952,17405
1953,17405
1954,17405
1955,29368
1956,29368
1957,29368
1958,29368
1959,108906
1960,108906
1961,108906
1962,108906
1963,161417
1964,161417
1965,161417
1966,240
1967,240
1968,240
1969,240
1970,240
1971,240
1972,240
1973,240
1974,240
1975,232832
1976,232832
1977,232832
1978,232832
1979,232832
1980,232832
1981,232832
1982,232832
1983,232832
1984,232832
1985,72225
1986,72225
1987,72225
1988,72225
1989,72225
1990,72225
1991,72225
1992,72225
1993,72225
1994,72225
1995,699
1996,699
1997,699
1998,699
1999,699
2000,699
2001,699
2002,202408
2003,202408
2004,202408
2005,202408
2006,202408
2007,202408
2008,169654
2009,169654
2010,169654
2011,169654
2012,72321
2013,72321
2014,72321
2015,72321
2016,72321
2017,72321
2018,939
2019,939
2020,939
2021,939
2022,939
2023,939
2024,939
2025,939
2026,2398
2027,2398
2028,194879
2029,194879
2030,194879
2031,194879
2032,194879
2033,203417
2034,203417
2035,203417
2036,203417
2037,203417
2038,203417
2039,203417
2040,170561
2041,170561
2042,170561
2043,170561
2044,170561
2045,170561
2046,170561
2047,170561
2048,170561
2049,168917
2050,168917
2051,168917
2052,168917
2053,168917
2054,168917
2055,168917
2056,45
2057,45
2058,147151
2059,147151
2060,147151
2061,147151
2062,153016
2063,19600
2064,19600
2065,19600
2066,19600
2067,19600
2068,19600
2069,19600
2070,8051
2071,8051
2072,8051
2073,171669
2074,171669
2075,171669
2076,171669
2077,171669
2078,171669
2079,171669
2080,171669
2081,171669
2082,171669
2083,432
2084,432
2085,432
2086,432
2087,51
2088,51
2089,51
2090,51
2091,51
2092,51
2093,51
2094,51
2095,51
2096,173
2097,173
2098,173
2099,173
2100,173
2101,30645
2102,30645
2103,30645
2104,30645
2105,30645
2106,30645
2107,30645
2108,30645
2109,30645
2110,172047
2111,172047
2112,172047
2113,172047
2114,172047
2115,172047
2116,172047
2117,172047
2118,172047
2119,122298
2120,65244
2121,65244
2122,65244
2123,22825
2124,22825
2125,22825
2126,22825
2127,22825
2128,22825
2129,131646
2130,161866
2131,66505
2132,66505
2133,66505
2134,66505
2135,66505
2136,66505
2137,66505
2138,66505
2139,66505
2140,66505
2141,224597
2142,224597
2143,224597
2144,224597
2145,224597
2146,224597
2147,224597
2148,224597
2149,224597
2150,224597
2151,8045
2152,16747
2153,16747
2154,16747
2155,16747
2156,16747
2157,16747
2158,16747
2159,16747
2160,104710
2161,104710
2162,104710
2163,104710
2164,104710
2165,104710
2166,104710
2167,104710
2168,104710
2169,104710
2170,154458
2171,154458
2172,154458
2173,156776
2174,156776
2175,156776
2176,156776
2177,156776
2178,156776
2179,156776
2180,156776
2181,156776
2182,156776
2183,60
2184,60
2185,104363
2186,104363
2187,104363
2188,184921
2189,184921
2190,184921
2191,184921
2192,224
2193,224
2194,224
2195,224
2196,205398
2197,205398
2198,205398
2199,91514
2200,72287
2201,72287
2202,72287
2203,72287
2204,72287
2205,72287
2206,72287
2207,72287
2208,72287
2209,72287
2210,27588
2211,27588
2212,27588
2213,27588
2214,27588
2215,27588
2216,55427
2217,55427
2218,154825
2219,154825
2220,154825
2221,154825
2222,203427
2223,203427
2224,221965
2225,221965
2226,221965
2227,221965
2228,221965
2229,221965
2230,198953
2231,198953
2232,198953
2233,198953
2234,198953
2235,198953
2236,165838
2237,59946
2238,59946
2239,59946
2240,59946
2241,59946
2242,59946
2243,183840
2244,183840
2245,183840
2246,183840
2247,180680
2248,180680
2249,180680
2250,180680
2251,187617
2252,187617
2253,187617
2254,15512
2255,135382
2256,135382
2257,135382
2258,135382
2259,215311
2260,215311
2261,215311
2262,215311
2263,215311
2264,215311
2265,215311
2266,215311
2267,215311
2268,220520
2269,220520
2270,220520
2271,220520
2272,220520
2273,220520
2274,220520
2275,220520
2276,150999
2277,150999
2278,150999
2279,150999
2280,150999
2281,150999
2282,150999
2283,150999
2284,150999
2285,551
2286,551
2287,551
2288,41
2289,41
2290,41
2291,41
2292,41
2293,41
2294,41
2295,41
2296,122522
2297,122522
2298,122522
2299,122522
2300,94246
2301,94246
2302,94246
2303,94246
2304,97903
2305,97903
2306,197070
2307,158435
2308,158435
2309,158435
2310,158435
2311,158435
2312,50768
2313,50768
2314,50768
2315,50768
2316,50768
2317,50768
2318,50768
2319,50768
2320,50768
2321,50768
2322,18100
2323,18100
2324,18100
2325,18100
2326,18100
2327,157403
2328,157403
2329,204027
2330,204027
2331,204027
2332,204027
2333,204027
2334,204027
2335,204027
2336,204027
2337,204027
2338,137649
2339,137649
2340,137649
2341,137649
2342,137649
2343,137649
2344,137649
2345,137649
2346,17396
2347,17396
2348,171233
2349,171233
2350,191051
2351,191051
2352,191051
2353,191051
2354,191051
2355,191051
2356,104020
2357,104020
2358,104020
2359,104020
2360,104020
2361,104020
2362,136991
2363,136991
2364,136991
2365,136991
2366,136991
2367,136991
2368,136991
2369,136991
2370,178336
2371,178336
2372,178336
2373,178336
2374,5737
2375,5737
2376,5737
2377,181687
2378,181687
2379,181687
2380,181687
2381,1634
2382,1634
2383,1634
2384,1634
2385,179172
2386,179172
2387,179172
2388,185589
2389,185589
2390,185589
2391,185589
2392,185589
2393,185589
2394,185589
2395,185589
2396,185589
2397,25669
2398,25669
2399,25669
2400,25669
2401,152162
2402,152162
2403,152162
2404,152162
2405,152162
2406,152162
2407,152162
2408,152162
2409,152162
2410,152162
2411,151007
2412,151007
2413,35497
2414,35497
2415,35497
2416,35497
2417,35497
2418,35497
2419,35497
2420,35497
2421,35497
2422,35497
2423,142326
2424,142326
2425,142326
2426,142326
2427,142326
2428,142326
2429,200077
2430,200077
2431,200077
2432,200077
2433,200077
2434,200077
2435,200077
2436,200077
2437,200077
2438,207691
2439,130176
2440,130176
2441,130176
2442,164265
2443,164265
2444,164265
2445,164265
2446,183880
2447,183880
2448,183880
2449,183880
2450,183880
2451,27364
2452,27364
2453,27364
2454,127518
2455,127518
2456,1465
2457,1465
2458,1465
2459,1465
2460,191231
2461,191231
2462,191231
2463,191231
2464,191231
2465,191231
2466,191231
2467,191231
2468,191231
2469,131260
2470,131260
2471,131260
2472,131260
2473,8203
2474,8203
2475,8203
2476,8203
2477,8203
2478,8203
2479,8203
2480,8203
2481,8203
2482,38159
2483,38159
2484,38159
2485,38159
2486,38159
2487,38159
2488,38159
2489,38159
2490,38159
2491,38159
2492,1382
2493,1382
2494,1382
2495,1382
2496,1382
2497,1382
2498,1382
2499,1382
2500,42910
2501,42910
2502,42910
2503,42910
2504,42910
2505,42910
2506,42910
2507,42910
2508,42910
2509,42910
2510,124
2511,124
2512,34084
2513,34084
2514,57390
2515,57390
2516,57390
2517,57390
2518,57390
2519,57390
2520,57390
2521,1608
2522,1608
2523,37628
2524,37628
2525,37628
2526,37628
2527,37628
2528,37628
2529,37628
2530,37628
