game_id,name,description,min_players,max_players,avg_time,avg_rating,age,availability,category,price,rent_price
177736,A Feast for Odin,"Puzzle together the life of a Viking village as you hunt, farm, craft, and explore.",1,4,120,8.18983,12,10846,"Economic, Industry / Manufacturing, Medieval, Puzzle",537.24,10
233078,Twilight Imperium: Fourth Edition,"Build an intergalactic empire through trade, research, conquest and grand politics.",3,6,480,8.90337,14,4877,"Civilization, Economic, Negotiation, Political, Science Fiction, Space Exploration, Wargame",376.96,5
221107,Pandemic Legacy: Season 2,The world is a mystery after a devastating pandemic—where will your team go?,2,4,60,8.46509,14,9792,"Environmental, Exploration, Medical",244.2,5
55690,Kingdom Death: Monster,Try to survive in a nightmarish world that lies under eternal darkness.,1,6,180,8.89537,17,6872,"Adventure, Fantasy, Horror, Mature / Adult, Miniatures, Mythology",1554.0,20
28720,Brass: Lancashire,Test your economic mettle as you build and network in the Industrial Revolution.,2,4,180,8.01122,14,12122,"Economic, Industry / Manufacturing, Transportation",443.96,5
121921,Robinson Crusoe: Adventures on the Cursed Island,Work together — with friends or with Friday — to survive on a deserted island.,1,4,120,7.95554,14,35394,"Adventure, Exploration, Fighting, Novel-based",167.03,5
35677,Le Havre,"Establish a supply chain by collecting resources, building industries, and shipping.",1,5,150,7.91345,12,23447,"City Building, Economic, Industry / Manufacturing, Nautical",399.56,5
126163,Tzolk'in: The Mayan Calendar,"Lead your people, build monuments and make offerings to earn the favour of the gods.",2,4,90,7.93022,13,24528,"Ancient, Civilization, Economic, Farming, Mythology",193.32,5
124742,Android: Netrunner,Megacorporation versus Netrunner in this futuristic cyberpunk game of cat and mouse.,2,2,45,7.92234,14,35645,"Bluffing, Card Game, Collectible Components, Science Fiction",865.8,10
171623,The Voyages of Marco Polo,"Using unique abilities, fulfill contracts and reach your goals along the Silk Road.",2,4,100,7.96457,12,15116,"Dice, Economic, Medieval, Travel",261.96,5
230802,Azul,Artfully embellish the walls of your palace by drafting the most beautiful tiles.,2,4,45,8.01887,8,15712,Abstract Strategy,189.01,5
68448,7 Wonders,Draft cards to develop your ancient civilization and build its Wonder of the World.,2,7,30,7.80273,10,80301,"Ancient, Card Game, City Building, Civilization",155.36,5
122515,Keyflower,Compete in a unique auction system to build the most prosperous village.,2,6,120,7.88728,12,17371,"City Building, Economic, Nautical, Renaissance, Territory Building",168.68,5
178900,Codenames,Give your team clever one-word clues to help them spot their agents in the field.,2,8,15,7.78988,14,66565,"Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game",79.88,2
162886,Spirit Island,Island Spirits join forces using elemental powers to defend their home from invaders.,1,4,120,8.4231,13,6198,"Age of Reason, Environmental, Fantasy, Fighting, Mythology, Renaissance, Territory Building",397.25,5
18602,Caylus,Entrepreneurs pay workers & bribe an official to build a Château & gain royal favor.,2,5,150,7.82987,12,23855,"City Building, Economic, Medieval",377.4,5
146021,Eldritch Horror,An unknown Ancient One approaches the world—and you must solve mysteries to stop it.,1,8,240,7.9131,14,30839,"Adventure, Fantasy, Fighting, Horror, Novel-based",295.39,5
146508,T.I.M.E Stories,Protect the world from paradoxes with your team of time-traveling agents.,2,4,240,7.8835,12,24194,"Adventure, Mature / Adult, Puzzle, Science Fiction",133.16,5
28143,Race for the Galaxy,"Worlds await! Colonize, develop and conquer, taking advantage of others' choices.",2,4,60,7.76608,12,45477,"Card Game, Civilization, Economic, Science Fiction, Space Exploration",399.38,5
12493,Twilight Imperium (Third Edition),"Epic empire-building game of interstellar conflict, trade, and struggle for power.",3,6,240,7.89524,14,18723,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame",376.96,5
110327,Lords of Waterdeep,Deploy agents and hire adventurers to expand your control over the city of Waterdeep.,2,5,120,7.78071,12,42406,"City Building, Fantasy",204.95,5
157354,Five Tribes,"Move assassins, elders & builders through Naqala to claim oases & control djinns.",2,4,80,7.79888,13,29058,"Animals, Arabian, Fantasy, Mythology",199.8,5
62219,Dominant Species,"With an ice age approaching, which animals will best propagate, migrate, and adapt?",2,6,240,7.84068,14,14703,"Animals, Environmental, Prehistoric",310.58,5
205896,Rising Sun,"Lead your clan to victory through negotiation, combat, monsters and favors from Kami.",3,5,120,8.19132,14,10550,"Bluffing, Fantasy, Miniatures, Mythology, Negotiation, Wargame",571.52,10
159675,Fields of Arle,"Construct dikes, drain bogs, harvest flax and tend to newborn animals in East Frisia.",1,2,120,8.17292,13,7787,"Economic, Farming, Industry / Manufacturing",520.28,10
93,El Grande,"Use your caballeros to control regions of medieval Spain, keeping clear of the King!",2,5,120,7.78817,12,19232,Renaissance,976.8,10
163412,Patchwork,Piece together a quilt and leave no holes to become the button master.,2,2,30,7.76056,8,40272,"Abstract Strategy, Puzzle",88.76,2
216132,Clans of Caledonia,"Lead your unique Scottish clan to economic might via production, trade, and export.",1,4,120,8.13711,12,7682,Economic,1287.6,15
40834,Dominion: Intrigue,"Enlist torturers, swindlers, and saboteurs to gain wealth and dominate the kingdom.",2,4,30,7.76244,13,36342,"Card Game, Medieval",599.31,10
132531,Roll for the Galaxy,"Utilize your dice populace to develop technologies, settle worlds, and ship goods.",2,5,45,7.77702,13,23686,"Civilization, Dice, Economic, Science Fiction, Space Exploration",228.53,5
201808,Clank!: A Deck-Building Adventure,Claim your treasures but don't attract the dragon in this deck-building dungeon race.,2,4,60,7.878,12,15831,"Adventure, Fantasy",350.27,5
37111,Battlestar Galactica: The Board Game,How can the human race survive when you don't know who is actually human?,3,6,300,7.75261,10,31125,"Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents",666.0,10
103885,Star Wars: X-Wing Miniatures Game,Pilot your ships in tight arcs to take out the enemy! The universe can be yours.,2,2,45,7.81743,14,32757,"Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",253.48,5
150376,Dead of Winter: A Crossroads Game,"As you struggle to keep survivors alive, how will you value group vs. personal needs?",2,5,120,7.74899,13,39714,"Bluffing, Deduction, Horror, Zombies",283.94,5
172386,Mombasa,Acquire shares of unique companies and propagate their trading posts to rake in cash.,2,4,150,7.94952,12,9143,Economic,555.0,10
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,The game is afoot as you and your irregular friends search Victorian London for clues,1,8,120,7.8228,10,22939,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents",214.9,5
73439,Troyes,"Defend the city and rise to power by influencing the merchants, knights and clergy.",2,4,90,7.76852,12,14444,"Dice, Economic, Medieval",186.48,5
42,Tigris & Euphrates,Keep your Mesopotamian civilisation in perfect balance through revolutions and wars.,2,4,90,7.71566,12,24223,"Ancient, Civilization, Territory Building",599.4,10
102680,Trajan,Manage and rule all aspects of Ancient Rome with a clever action selection mancala.,2,4,120,7.79486,12,13359,"Ancient, Political",168.68,5
36218,Dominion,Acquire the most valuable lands by building your deck with treasure and power cards.,2,4,30,7.66473,13,81790,"Card Game, Medieval",164.24,5
30549,Pandemic,Your team of experts must prevent the world from succumbing to a viral pandemic.,2,4,45,7.65466,8,107996,Medical,159.84,5
194655,Santorini,Use different divine powers to build and climb the towers!,2,4,20,7.80081,8,18561,"Abstract Strategy, Ancient, Mythology",213.12,5
185343,Anachrony,Use Exosuits & time travel to ensure your vision for the future after the cataclysm.,1,4,120,8.15566,15,6802,"Economic, Science Fiction",643.8,10
127023,Kemet,Play as warring Egyptian Gods and build the most powerful army to dominate Egypt.,2,5,120,7.76112,13,13593,"Ancient, Fighting, Miniatures, Mythology",843.56,10
104162,Descent: Journeys in the Dark (Second Edition),Fight the Overlord and level up your heroes in this fantasy dungeon campaign.,2,5,120,7.75571,14,27719,"Adventure, Exploration, Fantasy, Fighting, Miniatures",150.96,5
34635,Stone Age,Travel to the time of hunters and gatherers in this classic game of tools and tribes.,2,4,90,7.61731,10,37220,"Dice, Prehistoric",195.36,5
161970,Alchemists,Showcase your alchemical know-how by publishing theories in this app-driven game.,2,4,120,7.72844,13,16773,"Deduction, Fantasy",177.56,5
155426,Castles of Mad King Ludwig,Choose and play tiles to satisfy the king's whims and build the best fantasy castle.,1,4,90,7.6656,13,21924,Post-Napoleonic,244.2,5
9609,War of the Ring (First Edition),"Rings, Fellowship, diplomacy and war in the Third Age of Middle Earth.",2,4,120,7.78702,12,11785,"Adventure, Fantasy, Miniatures, Novel-based, Territory Building, Wargame",416.38,5
103343,A Game of Thrones: The Board Game (Second Edition),Make alliances—and break them!—as you strive to both unite and conquer Westeros.,3,6,240,7.69226,14,27874,"Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame",248.77,5
155068,Arcadia Quest,Fight against rival guilds and monsters in a campaign to reclaim the city of Arcadia.,2,4,60,7.90236,13,11107,"Adventure, Fantasy, Fighting, Miniatures",266.4,5
128882,The Resistance: Avalon,Who can you trust? A game of social deduction set in King Arthur’s legendary realm.,5,10,30,7.66148,13,27796,"Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game, Spies/Secret Agents",39.96,2
147020,Star Realms,Compete head-to-head to create the most powerful deck of spaceships and bases.,2,2,20,7.62809,12,36553,"Card Game, Fighting, Science Fiction",78.77,2
146652,Legendary Encounters: An Alien Deck Building Game,"In space, no one can hear you build a deck of marine & weapon cards to fight aliens.",1,5,45,7.81708,17,11840,"Card Game, Fighting, Horror, Movies / TV / Radio theme, Science Fiction",821.4,10
70149,Ora et Labora,Manage workers and resources to build up the land around your medieval monastery.,1,4,180,7.7502,13,10308,"City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building",271.15,5
198928,Pandemic: Iberia,"Travel from Barcelona to Lisboa to cure malaria, typhus, yellow fever, and cholera.",2,5,45,8.05208,8,9057,Medical,177.56,5
148949,Istanbul,Send your assistants through the shops of Istanbul as you race to acquire rubies.,2,5,60,7.62369,10,21279,Economic,146.43,5
14996,Ticket to Ride: Europe,Build train routes across Europe in this sequel to the hit family board game.,2,5,60,7.57594,8,55364,"Trains, Travel",146.48,5
43111,Chaos in the Old World,Rival chaos gods send forth their minions to spread corruption and destruction.,3,4,120,7.67797,13,13286,"Fantasy, Fighting, Horror, Mythology, Wargame",1309.8,15
123260,Suburbia,Expand your meager neighborhood into a sprawling suburb to attract the most citizens.,1,4,90,7.59573,8,20798,"City Building, Economic",244.2,5
197376,Charterstone,Witness your city flourish and the board change forever as you play.,1,6,75,8.02188,14,10994,"City Building, Economic, Medieval",379.31,5
17133,Railways of the World,"Build rails, race to deliver scarce goods, and fulfill your Rail Baron's secret goal.",2,6,120,7.69013,10,10456,"Trains, Transportation, Video Game Theme",421.8,5
14105,Commands & Colors: Ancients,Accessible tactical wargame from the dawn of history to the opening of the Dark Age.,2,2,60,7.78164,12,9131,"Ancient, Wargame",243.98,5
126042,Nations,"Steer the fate of your nation, from the ancient world until the outbreak of WW1.",1,5,200,7.69987,14,10247,"Card Game, Civilization, Economic",288.6,5
171131,Captain Sonar,"Torpedoes away! Hunt for your opponent's sub in this exciting, real-time team game.",2,8,60,7.71093,14,12339,"Deduction, Fighting, Nautical, Real-time",138.35,5
91,Paths of Glory,Step into the shoes of rulers and generals who triumphed or failed in the Great War.,2,2,480,8.00093,14,6925,"Wargame, World War I",354.76,5
196340,Yokohama,Claim your fame as the dominant merchant in the Meiji period of Yokohama.,2,4,90,7.96173,12,6631,Economic,576.98,10
182874,Grand Austria Hotel,Serve guests and prepare rooms to be the best hotelier in the Viennese modern age.,2,4,120,7.79448,12,8156,Economic,266.18,5
21050,Combat Commander: Europe,Recreate the European theater of World War II in this acclaimed card-driven wargame.,2,2,180,7.90358,12,6697,"Wargame, World War II",666.0,10
77423,The Lord of the Rings: The Card Game,Guide your fellowship as it embarks on unique adventures in Tolkien's Middle-earth!,1,2,60,7.63221,13,25794,"Adventure, Card Game, Collectible Components, Fantasy, Novel-based",209.79,5
54043,Jaipur,Trade and sell goods to become the most wealthy merchant in this short game for two.,2,2,30,7.5322,12,33335,"Animals, Card Game",71.0,2
9216,Goa,Run a spice trade business in colonial-era India in this closed-loop economy game.,2,4,90,7.62115,12,10076,"Economic, Farming, Nautical, Renaissance",248.37,5
172287,Champions of Midgard,"Gain glory by defending a Viking harbor town against trolls, draugr and other beasts.",2,4,90,7.78023,10,9778,"Adventure, Dice, Fantasy, Fighting, Medieval, Mythology",251.44,5
43015,Hansa Teutonica,Build networks of merchants along the roads and market towns of the Hanseatic League.,2,5,90,7.63138,12,9256,Renaissance,399.6,5
176189,Zombicide: Black Plague,Work together to kill zombies in the Middle Ages! Then kill more zombies!,1,6,180,7.82289,10,14137,"Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies",355.16,5
31627,Ticket to Ride: Nordic Countries,"Build railways to connect destinations across Scandinavia, Finland, and Estonia.",2,3,60,7.65653,8,13026,"Trains, Transportation, Travel",164.24,5
104006,Village,"Send your villagers to work, travel, pray, and... die when it brings the most renown.",2,4,90,7.554,12,19781,"Farming, Medieval",333.0,5
27833,Steam,Rival railways compete to build networks and maximise profits by transporting goods.,3,5,90,7.64316,10,9296,"Economic, Trains, Transportation",44.4,2
148228,Splendor,"Renaissance merchants race to grab gems, acquire property, and please nobility.",2,4,30,7.50214,10,52382,"Card Game, Economic, Renaissance",166.94,5
224037,Codenames Duet,"Swap one-word coded clues with your partner, trying to identify specific word cards.",2,4,30,7.87523,11,10141,"Deduction, Word Game",84.4,2
146886,La Granja,Develop your farm and compete to deliver goods to the market at the right time.,1,4,120,7.74404,12,8231,"Economic, Farming",177.56,5
155821,Inis,Claim the crown through merit and wisdom in this Celtic island struggle.,2,4,90,7.82001,14,8794,"Ancient, Card Game, Miniatures, Mythology",305.56,5
4098,Age of Steam,"Outperform your railroad rivals with shares, auctions, trackbuilding, and deliveries.",1,6,120,7.69365,13,6586,"Economic, Trains, Transportation",333.0,5
10630,Memoir '44,Revisit the battles of D-Day and control the forces of the Allies and the Axis!,2,8,60,7.54025,8,26753,"Miniatures, Wargame, World War II",251.66,5
555,The Princes of Florence,Attract artisans and scholars to your palazzo by building and landscaping.,2,5,100,7.56666,12,14532,"City Building, Renaissance",306.14,5
128621,Viticulture,"Seasons pass as you develop your vineyard, harvest grapes, make wine and fill orders.",2,6,90,7.69633,13,7159,"Economic, Farming",888.0,10
215,Tichu,Be the first team to empty your hands in this popular partnership climbing card game.,4,4,60,7.59901,10,16778,Card Game,34.14,2
188,Go,Use stones to control space in this ancient game with simple rules.,2,2,180,7.65698,8,16795,Abstract Strategy,181.33,5
161533,Lisboa,Compete to reconstruct the city of Lisboa after the great earthquake of 1755.,1,4,120,8.24022,12,5154,"City Building, Economic, Political",657.03,10
129437,Legendary: A Marvel Deck Building Game,Assemble Marvel's finest Heroes to combat Masterminds and thwart their Schemes!,1,5,45,7.6162,14,23135,"Card Game, Comic Book / Strip",448.88,5
9209,Ticket to Ride,Build your railroad across North America to connect cities and complete tickets.,2,5,60,7.46234,8,70909,"Trains, Travel",164.24,5
170042,Raiders of the North Sea,Gather your Viking crew in order to plunder seas and lands for glory!,2,4,120,7.81708,12,7998,"Medieval, Nautical",133.2,5
31481,Galaxy Trucker,Prepare for unknown dangers by building the best spaceship possible.,2,4,60,7.45905,10,24256,"Humor, Real-time, Science Fiction, Space Exploration, Transportation",88.8,2
154203,Imperial Settlers,"Construct buildings, harvest resources, and attack your neighbor!",1,4,90,7.51758,10,20782,"Ancient, Card Game, City Building, Civilization",163.75,5
54998,Cyclades,"Win the favor of the Gods in this competitive auction, area control game.",2,5,90,7.53779,13,15087,"Ancient, City Building, Civilization, Fighting, Miniatures, Mythology, Nautical",288.56,5
7854,YINSH,"Move rings over pieces to flip them, creating rows of five in your color.",2,2,60,7.69679,9,7443,Abstract Strategy,155.4,5
200680,Agricola (Revised Edition),"Help your farm to prosper in this updated, streamlined edition of the acclaimed game.",1,4,120,8.22774,12,4461,"Animals, Economic, Farming",236.43,5
146439,BattleLore (Second Edition),Fantasy Command & Colors spiced up with magic.,2,2,90,7.86711,14,7475,"Fantasy, Miniatures, Wargame",266.4,5
12,Ra,Bid to acquire the most valuable sets of Egyptian artifacts and resources.,2,5,60,7.47009,12,15679,"Ancient, Mythology",754.58,10
140620,Lewis & Clark,"Explorers race from Missouri to Oregon, asking local Native American tribes for help.",1,5,120,7.54572,14,12368,"American West, Racing",421.8,5
97207,Dungeon Petz,Raise monstrous pets and sell them to demanding Dungeon Lords for fame and fortune.,2,4,90,7.54245,13,13341,"Animals, Fantasy, Humor",177.6,5
822,Carcassonne,"Shape the medieval landscape of France, claiming cities, monasteries and farms.",2,5,45,7.43376,8,108796,"City Building, Medieval, Territory Building",148.47,5
234,Hannibal: Rome vs. Carthage,Card driven strategic and political struggle between Ancient Rome and Carthage.,2,2,200,7.82153,12,6899,"Ancient, Political, Wargame",79.92,2
101721,Mage Wars Arena,Fight to the death as a powerful mage in this game of deep strategy and decisions!,2,2,90,7.73769,13,11246,"Card Game, Fantasy, Fighting",155.4,5
24181,Imperial,Invest in imperialist powers to extract wealth by industrialization and expansion.,2,6,180,7.62037,13,6480,"Economic, Nautical, Political",198.91,5
25021,Sekigahara: The Unification of Japan,Defend or depose the Toyotomi heir by commanding the loyalty of the feudal lords.,2,2,180,8.05306,12,5065,"Civil War, Renaissance, Wargame",452.88,5
93260,Summoner Wars: Master Set,Harness the magic! Summon your warrior hordes onto the field of battle.,2,4,30,7.57652,9,12105,"Card Game, Fantasy, Fighting",1309.8,15
192291,Sushi Go Party!,Pass sushi around a bigger table and take the best dishes. Save room for dessert!,2,8,20,7.58529,8,17974,"Card Game, Party Game",137.46,5
195421,Near and Far,Explore the lands to discover the Last Ruins and become the most storied traveller.,2,4,120,8.02278,13,7774,"Adventure, Exploration",327.98,5
59294,Runewars,Build. Conquer. Gather. Recruit. Replay every one season on the year. Find runes. Win,2,4,240,7.67912,14,9032,"Adventure, Fantasy, Fighting, Wargame",222.0,5
193037,Dead of Winter: The Long Night,"A new group stands alone against the undead, bandits, and the horrors of Raxxon.",2,5,120,7.86923,14,11184,"Bluffing, Deduction, Horror, Mature / Adult, Science Fiction, Zombies",186.48,5
38453,Space Alert,"This ship runs itself! Wait, why are our shields down and where did you go? Help us!",1,5,30,7.49416,12,17576,"Electronic, Real-time, Science Fiction, Space Exploration",170.72,5
19857,Glory to Rome,Build card combos and race to rebuild Rome to become the most influential Patrician.,2,5,60,7.49165,12,12799,"Ancient, Card Game, City Building, Economic",999.0,10
118048,Targi,A contest between two nomadic tribes along desert trade routes.,2,2,60,7.59792,12,10158,Card Game,137.6,5
199561,Sagrada,Craft the best stained-glass windows by carefully placing colorful transparent dice.,1,4,45,7.65501,14,10740,"Dice, Puzzle",133.16,5
176494,Isle of Skye: From Chieftain to King,Build your kingdom as Chieftain one tile at a time and rule all of Scotland!,2,5,50,7.4863,8,16970,"Economic, Territory Building",164.64,5
463,Magic: The Gathering,Cast spells and summon fantasy monsters in the original collectible card game.,2,2,20,7.45398,13,28245,"Card Game, Collectible Components, Fantasy, Fighting",281.63,5
172818,Above and Below,Build your newly founded village above while exploring the caves and stories below.,2,4,90,7.58338,13,12933,"Adventure, Book, City Building, Economic, Exploration, Fantasy, Farming, Negotiation",263.56,5
181304,Mysterium,Become a psychic and divine spectral visions to solve the murder of a restless ghost.,2,7,42,7.45528,10,28305,"Deduction, Murder/Mystery, Party Game",195.32,5
27708,1960: The Making of the President,Players act as campaign managers in this replay of the 1960 presidential election.,2,2,120,7.59002,12,8940,Political,666.0,10
203993,Lorenzo il Magnifico,Avoid excommunication and lead your family to power during the Italian Renaissance.,2,4,120,7.84619,12,5057,Renaissance,359.42,5
108745,Seasons,Mages compete across twelve seasons to collect crystals and become the new archmage.,2,4,60,7.45205,14,19382,"Card Game, Dice, Fantasy",202.42,5
82222,Xia: Legends of a Drift System,Pilot your ship to stardom in a massive sci-fi sandbox.,3,5,180,7.82699,12,7127,"Adventure, Exploration, Fighting, Miniatures, Science Fiction, Space Exploration, Transportation",1221.0,15
48726,Alien Frontiers,Race to develop and colonise the surface of planet Maxwell.,2,4,90,7.47176,13,12783,"Dice, Science Fiction",301.7,5
66589,Navegador,Sail to unexplored lands while managing your trade in the Portuguese Colonial Empire.,2,5,90,7.57863,12,6555,"Economic, Exploration, Nautical, Renaissance",195.32,5
92828,Dixit: Odyssey,Don’t be too vague or precise when describing beautifully surreal art.,3,12,30,7.49874,8,16046,"Card Game, Humor, Party Game",110.96,5
54138,Imperial 2030,Use money to manipulate countries into warring with each other for your own profit.,2,6,120,7.73311,12,4979,"Economic, Fighting, Nautical, Political",170.9,5
421,1830: Railways & Robber Barons,A classic game of managing railroads and investing wisely.,2,7,360,7.8315,14,5288,"Economic, Trains, Transportation",244.2,5
182631,Star Realms: Colony Wars,"Expand your fleet, defend your bases, and prevail in the battle for the colonies.",2,2,20,7.94939,12,8235,"Card Game, Science Fiction",73.3,2
156129,Deception: Murder in Hong Kong,"Interpret forensic evidence to solve a murder. Beware, the murderer may be among you!",4,12,20,7.55334,14,12764,"Bluffing, Deduction, Murder/Mystery, Party Game, Spies/Secret Agents",177.56,5
17392,Here I Stand,Europe in conflict during the Protestant Reformation of the early 16th century.,2,6,360,7.94223,12,4663,"Negotiation, Political, Religious, Renaissance, Wargame",976.8,10
191189,Aeon's End,"Mages defend humanity’s last city, harnessing alien powers to destroy monstrosities.",1,4,60,8.07464,14,5187,"Card Game, Fantasy, Science Fiction",639.36,10
181279,Fury of Dracula (third/fourth edition),Dracula is attacking! Or is it a trick while he hides? Track him down to find out.,2,5,180,7.61427,14,13646,"Adventure, Deduction, Fighting, Horror, Novel-based",272.13,5
3,Samurai,Dispute the favor of three different castes in order to unite Japan under your rule.,2,4,60,7.43674,10,12860,"Abstract Strategy, Medieval",555.0,10
188920,This War of Mine: The Board Game,Civilians trapped in a war-torn city must make difficult decisions to survive.,1,6,120,8.05886,18,7300,"Adventure, Exploration, Mature / Adult, Modern Warfare, Video Game Theme",865.8,10
77130,Sid Meier's Civilization: The Board Game,"Lead your civilization to greatness in military, arts, science or economy.",2,4,240,7.47001,13,16541,"City Building, Civilization, Exploration, Negotiation, Video Game Theme",222.0,5
41114,The Resistance,Assign operatives to missions while avoiding enemy spies.,5,10,30,7.37075,13,44386,"Bluffing, Card Game, Deduction, Negotiation, Party Game, Science Fiction, Spies/Secret Agents",66.6,2
160477,Onitama,Assert your martial prowess by harnessing the power of various animal spirits.,2,2,20,7.58211,8,11692,"Abstract Strategy, Ancient",159.8,5
119890,Agricola: All Creatures Big and Small,Breed animals and expand your small farm in this two player version of the original.,2,2,30,7.46001,13,15313,"Animals, Farming",97.68,2
760,Battle Line,Mobilize stronger formations to counter the enemy along an ever-changing battle-line.,2,2,30,7.41761,12,16309,"Ancient, Card Game, Deduction",84.14,2
198994,Hero Realms,Compete head-to-head to create the most powerful deck of spells and minions!,2,4,30,7.71856,12,10094,"Card Game, Fantasy, Fighting",113.97,5
